company_code,service_category,country,province,district,city,zone_code,first_kg,extra_kg,currency,source_file
#CR0001,domestic,Sri Lanka,Central,Kandy,Akurana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Alawatugoda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Aludeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ambagahapelessa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ambatenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ampitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ankumbura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Atabage,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Balana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Bambaragahaela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Barawardhana Oya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Batagolladeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Batugoda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Batumulla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Bawlana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Bopana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Danture,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Dedunupitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Dekinda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Deltota,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Dolapihilla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Dolosbage,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Doluwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Doragamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Dunuwila,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ekiriya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Elamulla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Etulgama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Galaboda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Galagedara,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Galaha,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Galhinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gallellagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gampola,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gelioya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Godamunna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gomagoda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gonagantenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gonawalapatana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gunnepana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Gurudeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Halloluwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Handaganawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Handawalapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Handessa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hanguranketha,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Harankahawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hasalaka,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hataraliyadda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hewaheta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hindagala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hondiyadeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Hunnasgiriya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Jambugahapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kadugannawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kahataliyadda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kalugala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kandy,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kapuliyadde,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Karandagolla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Katugastota,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kengalla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ketakumbura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ketawala Leula,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kiribathkumbura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kobonila,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kolabissa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kolongoda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kulugammana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kumbukkandura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kumburegama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Kundasale,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Leemagahakotuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,lhala Kobbekaduwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,lllagolla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Lunuketiya Maditta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Madawala Bazaar,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Madugalla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Madulkele,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mahadoraliyadda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mahamedagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mailapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Makkanigama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Makuldeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mandaram Nuwara,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mapakanda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Marassana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Marymount Colony,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Maturata,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mawatura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Medamahanuwara,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Medawala Harispattuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Meetalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Megoda Kalugamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Menikdiwela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Menikhinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Mimure,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Minigamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Minipe,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Murutalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Muruthagahamulla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Naranpanawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Nattarampotha,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Nawalapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Nillambe,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Nugaliyadda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Nugawela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pallebowala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pallekotuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Panvila,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Panwilatenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Paradeka,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pasbage,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pattitalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pattiya Watta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Penideniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Peradeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pilawala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pilimatalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Poholiyadda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Polgolla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pujapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pupuressa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Pussellawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Putuhapuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rajawella,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rambukpitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rambukwella,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rangala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rantembe,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rathukohodigala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Rikillagaskada,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Sangarajapura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Senarathwela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Talatuoya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Tawalantenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Teldeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Tennekumbura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Uda Peradeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Udahentenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Udahingulwala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Udatalawinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Udawatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Udispattuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ududumbara,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Uduwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Uduwahinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Uduwela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ulapane,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Ulpothagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Unuwinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Velamboda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Watagoda Harispattuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Wattappola,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Wattegama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Weligalla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Weligampola,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Wendaruwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Weragantota,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Werapitya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Werellagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Wettawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Wilanagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Yahalatenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Kandy,Yatihalagala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Akuramboda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Alwatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Ambana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Ataragallewa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Bambaragaswewa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Beligamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dambulla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dankanda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Devagiriya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dewahuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dullewa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dunkolawatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Dunuwilapitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Elkaduwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Erawula Junction,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Etanawala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Galewela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Gammaduwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Gangala Puwakpitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Handungamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Hattota Amuna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Imbulgolla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Inamaluwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kaikawala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kalundawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kandalama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Karagahinna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Katudeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kavudupelella,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kibissa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kiwula,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Kongahawela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Laggala Pallegama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Leliambe,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Lenadora,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,lllukkumbura,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Madawala Ulpotha,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Madipola,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Mahawela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Mananwatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Maraka,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Matale,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Melipitiya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Metihakka,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Millawana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Muwandeniya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Nalanda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Naula,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Nugagolla,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Opalgala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Ovilikanda,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Palapathwela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Pallepola,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Perakanatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Pubbiliya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Ranamuregama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Rattota,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Selagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Sigiriya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Talagoda Junction,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Talakiriyagama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Udasgiriya,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Udatenna,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Ukuwela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Wahacotte,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Walawela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Wehigala,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Welangahawatte,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Wewalawewa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Wilgamuwa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Matale,Yatawatta,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Agarapathana,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa Udabulathgama,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Ambatalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Ambewela,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Bogawantalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Bopattalawa,C,350,80,LKR,Copy of courier (1).xlsx
#CR0001,domestic,Sri Lanka,Central,Nuwara Eliya,Dagampitiya,C,350,80,LKR,Copy of courier (1).xlsx
