company_code,service_category,country,city,zone_code,source_file
#CR0001,domestic,LK,Nakkawatta,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nallur,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nanuoya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Narammala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Narangoda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Naranwala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nattarampotha,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Naula,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nawalapitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nawana,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nawatalwatta,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nedungamuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nelliya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nikadalupotha,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nikaweratiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nittambuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Niwandama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nugawela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Nuwara Eliya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Obbegoda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Opanayaka,C,Domestic Zone List.pdf
#CR0001,domestic,LK,PT Cement Factory,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Padeniya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Padiwela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Padukka,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pahamune,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Paiyagala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pallewela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Palugasdamana,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pamunugama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Panadaragama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Panagamuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Panaliya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pandulagama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Panliyadda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pannala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pannila,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pansiyagama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Parakramasamudraya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Paranthan,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pasyala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pelmadulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Peradeniya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Periya Paranthan,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Periyakadneluwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pihimbiya Ratmale,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pihimbuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pilawala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pilessa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pilimatalawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Piliyandala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pokunuwita,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polgahawela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polgasowita,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polgolla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polonnaruwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polpithimukulana,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Polpitigama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Poruwedanda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pothuhera,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pugoda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pujapitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Pussellawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Puswelitenna,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Puttalam (PT),C,Domestic Zone List.pdf
#CR0001,domestic,LK,Puwakpitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Radawadunna,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Radawana,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Rambewa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ranala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ratgama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ratnapura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ridibendiella,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ridigama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ruggahawila,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ruwaneliya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ruwanwella,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Sandalankawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Santhipura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Siddamulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Sigiriya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Siyambalangamuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Siyambalewa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Soranatota,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Sravasthipura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Sunandapura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Talakiriyagama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Talawakele,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Talawattegedara,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Talpe,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tamankaduwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tangalla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tebuwana,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tennekumbura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Thalahitimulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Thalakolawewa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Thalwita,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Thambagalla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tharana Udawela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Thimbiriyawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tisogama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tittapattara,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Torayaya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Trincomalee,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tulhiriya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Tuttiripitigama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Uda Peradeniya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udatalawinna,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udathuthiripitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udathuththiripitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udawatta,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udubaddawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Udugampola,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Uggalboda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Uhumiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Ulpotha Pallekele,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Uluvitike,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Unagalavehera,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Unawatuna,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Urapola,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Uswetakeiyawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Vannarponnai,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Vavuniya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Veyangoda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wadakada,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wadduwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wadumunnegedara,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wakwella,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Walahanduwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Walakumburumulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Walgammulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Walpita,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wanaluwewa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wanchawela,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wannigama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Warakapola,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Warawewa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wariyapola,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Waskaduwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Watareka,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wathurugama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Watinapaha,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wattegama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Watuwatta,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Weerapokuna,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wegowwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Weligalla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Welipennagahamulla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Weliveriya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wellagala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wellampitiya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wellarawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wellawa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Welmilla Junction,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Welpalla,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wennoruwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Weuda,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wewagama,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Weweldeniya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Wijayabapura,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Yakkala,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Yakwila,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Yatigaloluwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,lbbagamuwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,llukhena,C,Domestic Zone List.pdf
#CR0001,domestic,LK,lmaduwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,lnduruwa,C,Domestic Zone List.pdf
#CR0001,domestic,LK,lngiriya,C,Domestic Zone List.pdf
#CR0001,domestic,LK,Rest of the Cities,D,Domestic Zone List.pdf
