company_code,service_category,country,city,zone_code,source,province,district
#CR0001,domestic,Sri Lanka,Akurana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Alawatugoda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Aludeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ambagahapelessa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ambatenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ampitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ankumbura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Atabage,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Balana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Bambaragahaela,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Barawardhana Oya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Batagolladeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Batugoda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Batumulla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Bawlana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Bopana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Danture,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Dedunupitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Dekinda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Deltota,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Dolapihilla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Dolosbage,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Doluwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Doragamuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Dunuwila,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ekiriya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Elamulla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Etulgama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Galaboda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Galagedara,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Galaha,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Galhinna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gallellagama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gampola,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gelioya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Godamunna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gomagoda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gonagantenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gonawalapatana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gunnepana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Gurudeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Halloluwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Handaganawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Handawalapitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Handessa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hanguranketha,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Harankahawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hasalaka,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hataraliyadda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hewaheta,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hindagala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hondiyadeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Hunnasgiriya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Jambugahapitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kadugannawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kahataliyadda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kalugala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kandy,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kapuliyadde,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Karandagolla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Katugastota,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kengalla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ketakumbura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ketawala Leula,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kiribathkumbura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kobonila,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kolabissa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kolongoda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kulugammana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kumbukkandura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kumburegama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Kundasale,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Leemagahakotuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,lhala Kobbekaduwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,lllagolla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Lunuketiya Maditta,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Madawala Bazaar,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Madugalla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Madulkele,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mahadoraliyadda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mahamedagama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mailapitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Makkanigama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Makuldeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mandaram Nuwara,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mapakanda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Marassana,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Marymount Colony,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Maturata,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mawatura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Medamahanuwara,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Medawala Harispattuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Meetalawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Megoda Kalugamuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Menikdiwela,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Menikhinna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Mimure,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Minigamuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Minipe,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Murutalawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Muruthagahamulla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Naranpanawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Nattarampotha,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Nawalapitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Nillambe,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Nugaliyadda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Nugawela,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pallebowala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pallekotuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Panvila,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Panwilatenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Paradeka,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pasbage,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pattitalawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pattiya Watta,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Penideniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Peradeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pilawala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pilimatalawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Poholiyadda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Polgolla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pujapitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pupuressa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Pussellawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Putuhapuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rajawella,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rambukpitiya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rambukwella,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rangala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rantembe,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rathukohodigala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Rikillagaskada,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Sangarajapura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Senarathwela,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Talatuoya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Tawalantenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Teldeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Tennekumbura,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Uda Peradeniya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Udahentenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Udahingulwala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Udatalawinna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Udawatta,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Udispattuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ududumbara,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Uduwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Uduwahinna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Uduwela,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ulapane,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Ulpothagama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Unuwinna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Velamboda,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Watagoda Harispattuwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Wattappola,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Wattegama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Weligalla,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Weligampola,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Wendaruwa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Weragantota,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Werapitya,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Werellagama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Wettawa,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Wilanagama,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Yahalatenna,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Yatihalagala,C,Copy of courier (1).xlsx,Central,Kandy
#CR0001,domestic,Sri Lanka,Akuramboda,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Alwatta,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Ambana,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Ataragallewa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Bambaragaswewa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Beligamuwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dambulla,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dankanda,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Devagiriya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dewahuwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dullewa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dunkolawatta,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Dunuwilapitiya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Elkaduwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Erawula Junction,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Etanawala,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Galewela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Gammaduwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Gangala Puwakpitiya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Handungamuwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Hattota Amuna,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Imbulgolla,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Inamaluwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kaikawala,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kalundawa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kandalama,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Karagahinna,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Katudeniya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kavudupelella,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kibissa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kiwula,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Kongahawela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Laggala Pallegama,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Leliambe,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Lenadora,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,lllukkumbura,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Madawala Ulpotha,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Madipola,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Mahawela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Mananwatta,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Maraka,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Matale,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Melipitiya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Metihakka,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Millawana,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Muwandeniya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Nalanda,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Naula,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Nugagolla,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Opalgala,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Ovilikanda,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Palapathwela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Pallepola,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Perakanatta,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Pubbiliya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Ranamuregama,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Rattota,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Selagama,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Sigiriya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Talagoda Junction,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Talakiriyagama,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Udasgiriya,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Udatenna,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Ukuwela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Wahacotte,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Walawela,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Wehigala,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Welangahawatte,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Wewalawewa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Wilgamuwa,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Yatawatta,C,Copy of courier (1).xlsx,Central,Matale
#CR0001,domestic,Sri Lanka,Agarapathana,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Ambagamuwa Udabulathgama,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Ambatalawa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Ambewela,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Bogawantalawa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Bopattalawa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Dagampitiya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Dayagama Bazaar,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Dikoya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Doragala,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Dunukedeniya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Ginigathena,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Gonakele,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Haggala,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Halgranoya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Hangarapitiya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Hapugastalawa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Harangalagama,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Harasbedda,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Hatton,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Hedunuwewa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Hitigegama,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kalaganwatta,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kandapola,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Katukitula,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Keerthi Bandarapura,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kelanigama,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Ketaboola,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kotagala,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kotmale,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kottellena,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kumbalgamuwa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kumbukwela,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Kurupanawela,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Labukele,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Laxapana,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Lindula,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Madulla,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Maldeniya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Maskeliya,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Maswela,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Mipanawa,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Mipilimana,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
#CR0001,domestic,Sri Lanka,Morahenagama,C,Copy of courier (1).xlsx,Central,Nuwara Eliya
